Fragebogenkürzel;Frage;Item;Subskala1;Subskala2;Subskala3;Umkodieren? (x);Wie viele Antwortmöglichkeiten? (2-7);Wie Score Berechenen
MPQPE5[MPQPE46];"Instruktion   In diesem Fragebogen werden Sie eine Reihe von Aussagen vorfinden, die eine Person machen könnte, um seine/ihre Einstellungen, Ansichten, Interessen und andere Charakteristika zu beschreiben.   Es gibt in diesem Fragebogen zwei Möglichkeiten der Beantwortung:   Wenn nur eine Aussage gemacht wird: Kreuzen Sie bitte ""A"" an, wenn Sie der Aussage zustimmen oder meinen, dass die Aussage für Sie zutreffend ist. Kreuzen Sie bitte ""B"" an, wenn Sie der Aussage nicht zustimmen oder meinen, dass die Aussage für Sie unzutreffend ist.  Beispiel: ""Ich bin ein unternehmungslustiger Mensch.""                                                              Wenn eine Wahl zwischen zwei Möglichkeiten gegeben ist: Kreuzen Sie bitte ""A"" an, wenn Sie der Aussage ""A"" zustimmen oder meinen, dass diese Aussage eher auf Sie zutrifft. Kreuzen Sie bitte ""B"" an, wenn Sie der Aussage ""B"" zustimmen oder meinen, dass diese Aussage eher auf Sie zutrifft.  Beispiel: Von den folgenden zwei Situationen würde mir am wenigsten gefallen: A: Eine langweilige zweistündige Theatervorstellung ertragen zu müssen.               B: Eine eisglatte Straße mit dem Auto entlangfahren zu müssen.   Lesen Sie die Aussagen und entscheiden Sie jeweils, welche Möglichkeit Sie persönlich am besten beschreibt. Bearbeiten Sie bitte jede Aussage, auch wenn Sie sich ihrer Antwort nicht absolut sicher sind. Lesen Sie jede Aussage sorgfältig, aber wenden Sie nicht zuviel Zeit für Ihre Entscheidung auf.   ";Ich bin am glücklichsten, wenn ich ständig unter Menschen bin.];MPQPE_PositiveEmotionality;MPQPE_SocialCloseness;;;2;Summe
MPQPE5[MPQPE47];"Instruktion   In diesem Fragebogen werden Sie eine Reihe von Aussagen vorfinden, die eine Person machen könnte, um seine/ihre Einstellungen, Ansichten, Interessen und andere Charakteristika zu beschreiben.   Es gibt in diesem Fragebogen zwei Möglichkeiten der Beantwortung:   Wenn nur eine Aussage gemacht wird: Kreuzen Sie bitte ""A"" an, wenn Sie der Aussage zustimmen oder meinen, dass die Aussage für Sie zutreffend ist. Kreuzen Sie bitte ""B"" an, wenn Sie der Aussage nicht zustimmen oder meinen, dass die Aussage für Sie unzutreffend ist.  Beispiel: ""Ich bin ein unternehmungslustiger Mensch.""                                                              Wenn eine Wahl zwischen zwei Möglichkeiten gegeben ist: Kreuzen Sie bitte ""A"" an, wenn Sie der Aussage ""A"" zustimmen oder meinen, dass diese Aussage eher auf Sie zutrifft. Kreuzen Sie bitte ""B"" an, wenn Sie der Aussage ""B"" zustimmen oder meinen, dass diese Aussage eher auf Sie zutrifft.  Beispiel: Von den folgenden zwei Situationen würde mir am wenigsten gefallen: A: Eine langweilige zweistündige Theatervorstellung ertragen zu müssen.               B: Eine eisglatte Straße mit dem Auto entlangfahren zu müssen.   Lesen Sie die Aussagen und entscheiden Sie jeweils, welche Möglichkeit Sie persönlich am besten beschreibt. Bearbeiten Sie bitte jede Aussage, auch wenn Sie sich ihrer Antwort nicht absolut sicher sind. Lesen Sie jede Aussage sorgfältig, aber wenden Sie nicht zuviel Zeit für Ihre Entscheidung auf.   ";Für mich ist das Leben ein großes Abenteuer.];MPQPE_PositiveEmotionality;MPQPE_Wellbeing;;;2;Summe
MPQPE5[MPQPE48];"Instruktion   In diesem Fragebogen werden Sie eine Reihe von Aussagen vorfinden, die eine Person machen könnte, um seine/ihre Einstellungen, Ansichten, Interessen und andere Charakteristika zu beschreiben.   Es gibt in diesem Fragebogen zwei Möglichkeiten der Beantwortung:   Wenn nur eine Aussage gemacht wird: Kreuzen Sie bitte ""A"" an, wenn Sie der Aussage zustimmen oder meinen, dass die Aussage für Sie zutreffend ist. Kreuzen Sie bitte ""B"" an, wenn Sie der Aussage nicht zustimmen oder meinen, dass die Aussage für Sie unzutreffend ist.  Beispiel: ""Ich bin ein unternehmungslustiger Mensch.""                                                              Wenn eine Wahl zwischen zwei Möglichkeiten gegeben ist: Kreuzen Sie bitte ""A"" an, wenn Sie der Aussage ""A"" zustimmen oder meinen, dass diese Aussage eher auf Sie zutrifft. Kreuzen Sie bitte ""B"" an, wenn Sie der Aussage ""B"" zustimmen oder meinen, dass diese Aussage eher auf Sie zutrifft.  Beispiel: Von den folgenden zwei Situationen würde mir am wenigsten gefallen: A: Eine langweilige zweistündige Theatervorstellung ertragen zu müssen.               B: Eine eisglatte Straße mit dem Auto entlangfahren zu müssen.   Lesen Sie die Aussagen und entscheiden Sie jeweils, welche Möglichkeit Sie persönlich am besten beschreibt. Bearbeiten Sie bitte jede Aussage, auch wenn Sie sich ihrer Antwort nicht absolut sicher sind. Lesen Sie jede Aussage sorgfältig, aber wenden Sie nicht zuviel Zeit für Ihre Entscheidung auf.   ";Ich mag es nicht, wenn ich versuchen muss, andere Leute zu überzeugen.];MPQPE_PositiveEmotionality;MPQPE_SocialPotency;;x;2;Summe
MPQPE5[MPQPE49];"Instruktion   In diesem Fragebogen werden Sie eine Reihe von Aussagen vorfinden, die eine Person machen könnte, um seine/ihre Einstellungen, Ansichten, Interessen und andere Charakteristika zu beschreiben.   Es gibt in diesem Fragebogen zwei Möglichkeiten der Beantwortung:   Wenn nur eine Aussage gemacht wird: Kreuzen Sie bitte ""A"" an, wenn Sie der Aussage zustimmen oder meinen, dass die Aussage für Sie zutreffend ist. Kreuzen Sie bitte ""B"" an, wenn Sie der Aussage nicht zustimmen oder meinen, dass die Aussage für Sie unzutreffend ist.  Beispiel: ""Ich bin ein unternehmungslustiger Mensch.""                                                              Wenn eine Wahl zwischen zwei Möglichkeiten gegeben ist: Kreuzen Sie bitte ""A"" an, wenn Sie der Aussage ""A"" zustimmen oder meinen, dass diese Aussage eher auf Sie zutrifft. Kreuzen Sie bitte ""B"" an, wenn Sie der Aussage ""B"" zustimmen oder meinen, dass diese Aussage eher auf Sie zutrifft.  Beispiel: Von den folgenden zwei Situationen würde mir am wenigsten gefallen: A: Eine langweilige zweistündige Theatervorstellung ertragen zu müssen.               B: Eine eisglatte Straße mit dem Auto entlangfahren zu müssen.   Lesen Sie die Aussagen und entscheiden Sie jeweils, welche Möglichkeit Sie persönlich am besten beschreibt. Bearbeiten Sie bitte jede Aussage, auch wenn Sie sich ihrer Antwort nicht absolut sicher sind. Lesen Sie jede Aussage sorgfältig, aber wenden Sie nicht zuviel Zeit für Ihre Entscheidung auf.   ";Oftmals ziehe ich es vor, keine Menschen um mich zu haben.];MPQPE_PositiveEmotionality;MPQPE_SocialCloseness;;x;2;Summe
MPQPE5[MPQPE50];"Instruktion   In diesem Fragebogen werden Sie eine Reihe von Aussagen vorfinden, die eine Person machen könnte, um seine/ihre Einstellungen, Ansichten, Interessen und andere Charakteristika zu beschreiben.   Es gibt in diesem Fragebogen zwei Möglichkeiten der Beantwortung:   Wenn nur eine Aussage gemacht wird: Kreuzen Sie bitte ""A"" an, wenn Sie der Aussage zustimmen oder meinen, dass die Aussage für Sie zutreffend ist. Kreuzen Sie bitte ""B"" an, wenn Sie der Aussage nicht zustimmen oder meinen, dass die Aussage für Sie unzutreffend ist.  Beispiel: ""Ich bin ein unternehmungslustiger Mensch.""                                                              Wenn eine Wahl zwischen zwei Möglichkeiten gegeben ist: Kreuzen Sie bitte ""A"" an, wenn Sie der Aussage ""A"" zustimmen oder meinen, dass diese Aussage eher auf Sie zutrifft. Kreuzen Sie bitte ""B"" an, wenn Sie der Aussage ""B"" zustimmen oder meinen, dass diese Aussage eher auf Sie zutrifft.  Beispiel: Von den folgenden zwei Situationen würde mir am wenigsten gefallen: A: Eine langweilige zweistündige Theatervorstellung ertragen zu müssen.               B: Eine eisglatte Straße mit dem Auto entlangfahren zu müssen.   Lesen Sie die Aussagen und entscheiden Sie jeweils, welche Möglichkeit Sie persönlich am besten beschreibt. Bearbeiten Sie bitte jede Aussage, auch wenn Sie sich ihrer Antwort nicht absolut sicher sind. Lesen Sie jede Aussage sorgfältig, aber wenden Sie nicht zuviel Zeit für Ihre Entscheidung auf.   ";Wenn es Zeit ist, Entscheidungen zu treffen, wenden sich andere meistens an mich.];MPQPE_PositiveEmotionality;MPQPE_SocialPotency;;;2;Summe
MPQPE5[MPQPE51];"Instruktion   In diesem Fragebogen werden Sie eine Reihe von Aussagen vorfinden, die eine Person machen könnte, um seine/ihre Einstellungen, Ansichten, Interessen und andere Charakteristika zu beschreiben.   Es gibt in diesem Fragebogen zwei Möglichkeiten der Beantwortung:   Wenn nur eine Aussage gemacht wird: Kreuzen Sie bitte ""A"" an, wenn Sie der Aussage zustimmen oder meinen, dass die Aussage für Sie zutreffend ist. Kreuzen Sie bitte ""B"" an, wenn Sie der Aussage nicht zustimmen oder meinen, dass die Aussage für Sie unzutreffend ist.  Beispiel: ""Ich bin ein unternehmungslustiger Mensch.""                                                              Wenn eine Wahl zwischen zwei Möglichkeiten gegeben ist: Kreuzen Sie bitte ""A"" an, wenn Sie der Aussage ""A"" zustimmen oder meinen, dass diese Aussage eher auf Sie zutrifft. Kreuzen Sie bitte ""B"" an, wenn Sie der Aussage ""B"" zustimmen oder meinen, dass diese Aussage eher auf Sie zutrifft.  Beispiel: Von den folgenden zwei Situationen würde mir am wenigsten gefallen: A: Eine langweilige zweistündige Theatervorstellung ertragen zu müssen.               B: Eine eisglatte Straße mit dem Auto entlangfahren zu müssen.   Lesen Sie die Aussagen und entscheiden Sie jeweils, welche Möglichkeit Sie persönlich am besten beschreibt. Bearbeiten Sie bitte jede Aussage, auch wenn Sie sich ihrer Antwort nicht absolut sicher sind. Lesen Sie jede Aussage sorgfältig, aber wenden Sie nicht zuviel Zeit für Ihre Entscheidung auf.   ";Ich stelle sehr hohe Anforderungen an mich bei meiner eigenen Arbeit.];MPQPE_PositiveEmotionality;MPQPE_Achievement;;;2;Summe
MPQPE5[MPQPE52];"Instruktion   In diesem Fragebogen werden Sie eine Reihe von Aussagen vorfinden, die eine Person machen könnte, um seine/ihre Einstellungen, Ansichten, Interessen und andere Charakteristika zu beschreiben.   Es gibt in diesem Fragebogen zwei Möglichkeiten der Beantwortung:   Wenn nur eine Aussage gemacht wird: Kreuzen Sie bitte ""A"" an, wenn Sie der Aussage zustimmen oder meinen, dass die Aussage für Sie zutreffend ist. Kreuzen Sie bitte ""B"" an, wenn Sie der Aussage nicht zustimmen oder meinen, dass die Aussage für Sie unzutreffend ist.  Beispiel: ""Ich bin ein unternehmungslustiger Mensch.""                                                              Wenn eine Wahl zwischen zwei Möglichkeiten gegeben ist: Kreuzen Sie bitte ""A"" an, wenn Sie der Aussage ""A"" zustimmen oder meinen, dass diese Aussage eher auf Sie zutrifft. Kreuzen Sie bitte ""B"" an, wenn Sie der Aussage ""B"" zustimmen oder meinen, dass diese Aussage eher auf Sie zutrifft.  Beispiel: Von den folgenden zwei Situationen würde mir am wenigsten gefallen: A: Eine langweilige zweistündige Theatervorstellung ertragen zu müssen.               B: Eine eisglatte Straße mit dem Auto entlangfahren zu müssen.   Lesen Sie die Aussagen und entscheiden Sie jeweils, welche Möglichkeit Sie persönlich am besten beschreibt. Bearbeiten Sie bitte jede Aussage, auch wenn Sie sich ihrer Antwort nicht absolut sicher sind. Lesen Sie jede Aussage sorgfältig, aber wenden Sie nicht zuviel Zeit für Ihre Entscheidung auf.   ";Es scheint für mich immer etwas Aufregendes zu geben, auf das ich mich freuen kann.];MPQPE_PositiveEmotionality;MPQPE_Wellbeing;;;2;Summe
BSCS1[AC11];Wie schätzen Sie sich ein? ;Ein Delphin ist ein Tier.];AttentionCheck;;;;5;Summe
BSCS1[BSCS01];Wie schätzen Sie sich ein? ;Ich kann Versuchungen gut widerstehen.];BSCS_SelfControl;;;;5;Summe
BSCS1[BSCS02];Wie schätzen Sie sich ein? ;Schlechte Angewohnheiten kann ich mir nur schwer abgewöhnen.];BSCS_SelfControl;;;x;5;Summe
BSCS1[BSCS03];Wie schätzen Sie sich ein? ;Ich bin fleißig.];BSCS_SelfControl;;;;5;Summe
BSCS1[BSCS04];Wie schätzen Sie sich ein? ;Ich sage Dinge, die unangebracht sind.];BSCS_SelfControl;;;x;5;Summe
BSCS1[BSCS05];Wie schätzen Sie sich ein? ;Ich tue Dinge, die Spaß machen, auch wenn sie schlecht für mich sind.];BSCS_SelfControl;;;x;5;Summe
BSCS1[BSCS06];Wie schätzen Sie sich ein? ;Ich lehne Dinge ab, die schlecht für mich sind.];BSCS_SelfControl;;;;5;Summe
BSCS1[BSCS07];Wie schätzen Sie sich ein? ;Ich wünschte, ich hätte mehr Selbstdisziplin.];BSCS_SelfControl;;;x;5;Summe
BSCS1[BSCS08];Wie schätzen Sie sich ein? ;Andere würden sagen, dass ich eine eiserne Disziplin habe.];BSCS_SelfControl;;;;5;Summe
BSCS1[BSCS09];Wie schätzen Sie sich ein? ;Vergnügen und Spaß halten mich nicht davon ab, meine Arbeit zu erledigen.];BSCS_SelfControl;;;;5;Summe
BSCS1[BSCS10];Wie schätzen Sie sich ein? ;Es fällt mir schwer, mich zu konzentrieren.];BSCS_SelfControl;;;x;5;Summe
BSCS1[BSCS11];Wie schätzen Sie sich ein? ;Ich kann erfolgreich auf langfristige Ziele hinarbeiten.];BSCS_SelfControl;;;;5;Summe
BSCS1[BSCS12];Wie schätzen Sie sich ein? ;Bestimmte Dinge kann ich nicht sein lassen, obwohl ich weiß, dass sie falsch sind.];BSCS_SelfControl;;;x;5;Summe
BSCS1[BSCS13];Wie schätzen Sie sich ein? ;Manchmal handle ich, ohne alle Alternativen abzuwägen.];BSCS_SelfControl;;;x;5;Summe
CTQ1[CTQ01];Diese Fragen befassen sich mit einigen Erfahrungen während Ihrer Kindheit und Jugend (bis zum 18. Lebensjahr). Auch wenn die Fragen sehr persönlich sind, versuchen Sie bitte, sie so ehrlich wie möglich zu beantworten. Klicken Sie dann diejenige Antwort an, die  am ehesten auf Sie zutrifft.  Während meiner Kindheit und Jugend…    ;hatte ich nicht genügend zu essen.];CTQ_PhysicalNeglect;;;;5;Summe
CTQ1[CTQ02];Diese Fragen befassen sich mit einigen Erfahrungen während Ihrer Kindheit und Jugend (bis zum 18. Lebensjahr). Auch wenn die Fragen sehr persönlich sind, versuchen Sie bitte, sie so ehrlich wie möglich zu beantworten. Klicken Sie dann diejenige Antwort an, die  am ehesten auf Sie zutrifft.  Während meiner Kindheit und Jugend…    ;wusste ich, dass es jemand gibt, der sich um mich kümmert und mich beschützt.];CTQ_PhysicalNeglect;;;x;5;Summe
CTQ1[CTQ03];Diese Fragen befassen sich mit einigen Erfahrungen während Ihrer Kindheit und Jugend (bis zum 18. Lebensjahr). Auch wenn die Fragen sehr persönlich sind, versuchen Sie bitte, sie so ehrlich wie möglich zu beantworten. Klicken Sie dann diejenige Antwort an, die  am ehesten auf Sie zutrifft.  Während meiner Kindheit und Jugend…    ;wurde ich von Familienmitgliedern als „dumm“, „faul“ oder „hässlich“ bezeichnet.];CTQ_EmotionalMaltreatment;;;;5;Summe
CTQ1[CTQ04];Diese Fragen befassen sich mit einigen Erfahrungen während Ihrer Kindheit und Jugend (bis zum 18. Lebensjahr). Auch wenn die Fragen sehr persönlich sind, versuchen Sie bitte, sie so ehrlich wie möglich zu beantworten. Klicken Sie dann diejenige Antwort an, die  am ehesten auf Sie zutrifft.  Während meiner Kindheit und Jugend…    ;waren meine Eltern zu betrunken oder von anderen Drogen „high“, um für die Familie zu sorgen.];CTQ_PhysicalNeglect;;;;5;Summe
CTQ1[CTQ05];Diese Fragen befassen sich mit einigen Erfahrungen während Ihrer Kindheit und Jugend (bis zum 18. Lebensjahr). Auch wenn die Fragen sehr persönlich sind, versuchen Sie bitte, sie so ehrlich wie möglich zu beantworten. Klicken Sie dann diejenige Antwort an, die  am ehesten auf Sie zutrifft.  Während meiner Kindheit und Jugend…    ;gab es jemand in der Familie, der mir das Gefühl gab, wichtig und etwas Besonderes zu sein.];CTQ_EmotionalNeglect;;;x;5;Summe
CTQ1[CTQ06];Diese Fragen befassen sich mit einigen Erfahrungen während Ihrer Kindheit und Jugend (bis zum 18. Lebensjahr). Auch wenn die Fragen sehr persönlich sind, versuchen Sie bitte, sie so ehrlich wie möglich zu beantworten. Klicken Sie dann diejenige Antwort an, die  am ehesten auf Sie zutrifft.  Während meiner Kindheit und Jugend…    ;musste ich schäbige oder dreckige Kleidung tragen.];CTQ_PhysicalNeglect;;;;5;Summe
CTQ1[CTQ07];Diese Fragen befassen sich mit einigen Erfahrungen während Ihrer Kindheit und Jugend (bis zum 18. Lebensjahr). Auch wenn die Fragen sehr persönlich sind, versuchen Sie bitte, sie so ehrlich wie möglich zu beantworten. Klicken Sie dann diejenige Antwort an, die  am ehesten auf Sie zutrifft.  Während meiner Kindheit und Jugend…    ;hatte ich das Gefühl, geliebt zu werden.];CTQ_EmotionalNeglect;;;x;5;Summe
CTQ1[CTQ08];Diese Fragen befassen sich mit einigen Erfahrungen während Ihrer Kindheit und Jugend (bis zum 18. Lebensjahr). Auch wenn die Fragen sehr persönlich sind, versuchen Sie bitte, sie so ehrlich wie möglich zu beantworten. Klicken Sie dann diejenige Antwort an, die  am ehesten auf Sie zutrifft.  Während meiner Kindheit und Jugend…    ;dachte ich, meine Eltern hätten sich gewünscht, dass ich niemals geboren worden wäre.];CTQ_EmotionalMaltreatment;;;;5;Summe
CTQ1[CTQ09];Diese Fragen befassen sich mit einigen Erfahrungen während Ihrer Kindheit und Jugend (bis zum 18. Lebensjahr). Auch wenn die Fragen sehr persönlich sind, versuchen Sie bitte, sie so ehrlich wie möglich zu beantworten. Klicken Sie dann diejenige Antwort an, die  am ehesten auf Sie zutrifft.  Während meiner Kindheit und Jugend…    ;wurde ich von jemanden aus meiner Familie so stark geschlagen, dass ich zum Arzt oder ins Krankenhaus musste.];CTQ_PhysicalAbuse;;;;5;Summe
CTQ1[CTQ10];Diese Fragen befassen sich mit einigen Erfahrungen während Ihrer Kindheit und Jugend (bis zum 18. Lebensjahr). Auch wenn die Fragen sehr persönlich sind, versuchen Sie bitte, sie so ehrlich wie möglich zu beantworten. Klicken Sie dann diejenige Antwort an, die  am ehesten auf Sie zutrifft.  Während meiner Kindheit und Jugend…    ;gab es nichts, was ich in meiner Familie anders gewünscht hätte.];CTQ_Trivialization;;;Antworten 1-4 =0 5=1;5;Summe
CTQ2[CTQ11];Diese Fragen befassen sich mit einigen Erfahrungen während Ihrer Kindheit und Jugend (bis zum 18. Lebensjahr). Auch wenn die Fragen sehr persönlich sind, versuchen Sie bitte, sie so ehrlich wie möglich zu beantworten. Klicken Sie dann diejenige Antwort an, die  am ehesten auf Sie zutrifft.   Während meiner Kindheit und Jugend…    ;wurde ich von Familienangehörigen so stark geschlagen, dass ich blaue Flecken oder andere körperliche Schäden davontrug.];CTQ_PhysicalAbuse;;;;5;Summe
CTQ2[CTQ12];Diese Fragen befassen sich mit einigen Erfahrungen während Ihrer Kindheit und Jugend (bis zum 18. Lebensjahr). Auch wenn die Fragen sehr persönlich sind, versuchen Sie bitte, sie so ehrlich wie möglich zu beantworten. Klicken Sie dann diejenige Antwort an, die  am ehesten auf Sie zutrifft.   Während meiner Kindheit und Jugend…    ;wurde ich mit einem Gürtel, einem Stock, einem Kabel oder mit einem harten Gegenstand geschlagen.];CTQ_PhysicalAbuse;;;;5;Summe
CTQ2[CTQ13];Diese Fragen befassen sich mit einigen Erfahrungen während Ihrer Kindheit und Jugend (bis zum 18. Lebensjahr). Auch wenn die Fragen sehr persönlich sind, versuchen Sie bitte, sie so ehrlich wie möglich zu beantworten. Klicken Sie dann diejenige Antwort an, die  am ehesten auf Sie zutrifft.   Während meiner Kindheit und Jugend…    ;gaben meine Angehörigen aufeinander acht.];CTQ_EmotionalNeglect;;;x;5;Summe
CTQ2[CTQ14];Diese Fragen befassen sich mit einigen Erfahrungen während Ihrer Kindheit und Jugend (bis zum 18. Lebensjahr). Auch wenn die Fragen sehr persönlich sind, versuchen Sie bitte, sie so ehrlich wie möglich zu beantworten. Klicken Sie dann diejenige Antwort an, die  am ehesten auf Sie zutrifft.   Während meiner Kindheit und Jugend…    ;sagten Familienangehörige verletzende oder beleidigende Dinge zu mir.];CTQ_EmotionalMaltreatment;;;;5;Summe
CTQ2[CTQ15];Diese Fragen befassen sich mit einigen Erfahrungen während Ihrer Kindheit und Jugend (bis zum 18. Lebensjahr). Auch wenn die Fragen sehr persönlich sind, versuchen Sie bitte, sie so ehrlich wie möglich zu beantworten. Klicken Sie dann diejenige Antwort an, die  am ehesten auf Sie zutrifft.   Während meiner Kindheit und Jugend…    ;glaube ich, körperlich misshandelt worden zu sein.];CTQ_PhysicalAbuse;;;;5;Summe
CTQ2[CTQ16];Diese Fragen befassen sich mit einigen Erfahrungen während Ihrer Kindheit und Jugend (bis zum 18. Lebensjahr). Auch wenn die Fragen sehr persönlich sind, versuchen Sie bitte, sie so ehrlich wie möglich zu beantworten. Klicken Sie dann diejenige Antwort an, die  am ehesten auf Sie zutrifft.   Während meiner Kindheit und Jugend…    ;hatte ich die perfekte Kindheit.];CTQ_Trivialization;;;Antworten 1-4 =0 5=1;5;Summe
CTQ2[CTQ17];Diese Fragen befassen sich mit einigen Erfahrungen während Ihrer Kindheit und Jugend (bis zum 18. Lebensjahr). Auch wenn die Fragen sehr persönlich sind, versuchen Sie bitte, sie so ehrlich wie möglich zu beantworten. Klicken Sie dann diejenige Antwort an, die  am ehesten auf Sie zutrifft.   Während meiner Kindheit und Jugend…    ;wurde ich so stark geschlagen oder verprügelt, dass es jemandem (z.B. Lehrern, Nachbarn oder einem Arzt) auffiel.];CTQ_PhysicalAbuse;;;;5;Summe
CTQ2[CTQ18];Diese Fragen befassen sich mit einigen Erfahrungen während Ihrer Kindheit und Jugend (bis zum 18. Lebensjahr). Auch wenn die Fragen sehr persönlich sind, versuchen Sie bitte, sie so ehrlich wie möglich zu beantworten. Klicken Sie dann diejenige Antwort an, die  am ehesten auf Sie zutrifft.   Während meiner Kindheit und Jugend…    ;hatte ich das Gefühl, dass mich jemand in meiner Familie hasst.];CTQ_EmotionalMaltreatment;;;;5;Summe
CTQ2[CTQ19];Diese Fragen befassen sich mit einigen Erfahrungen während Ihrer Kindheit und Jugend (bis zum 18. Lebensjahr). Auch wenn die Fragen sehr persönlich sind, versuchen Sie bitte, sie so ehrlich wie möglich zu beantworten. Klicken Sie dann diejenige Antwort an, die  am ehesten auf Sie zutrifft.   Während meiner Kindheit und Jugend…    ;fühlten sich meine Familienangehörigen einander nah.];CTQ_EmotionalNeglect;;;x;5;Summe
CTQ2[CTQ20];Diese Fragen befassen sich mit einigen Erfahrungen während Ihrer Kindheit und Jugend (bis zum 18. Lebensjahr). Auch wenn die Fragen sehr persönlich sind, versuchen Sie bitte, sie so ehrlich wie möglich zu beantworten. Klicken Sie dann diejenige Antwort an, die  am ehesten auf Sie zutrifft.   Während meiner Kindheit und Jugend…    ;versuchte jemand, mich sexuell zu berühren oder sich von mir sexuell berühren zu lassen.];CTQ_SexualAbuse;;;;5;Summe
CTQ3[CTQ21];Diese Fragen befassen sich mit einigen Erfahrungen während Ihrer Kindheit und Jugend (bis zum 18. Lebensjahr). Auch wenn die Fragen sehr persönlich sind, versuchen Sie bitte, sie so ehrlich wie möglich zu beantworten. Klicken Sie dann diejenige Antwort an, die  am ehesten auf Sie zutrifft.   Während meiner Kindheit und Jugend… ;drohte mir jemand, mir weh zu tun oder Lügen über mich zu erzählen, wenn ich keine sexuellen Handlungen mit ihm ausführe.];CTQ_SexualAbuse;;;;5;Summe
CTQ3[CTQ22];Diese Fragen befassen sich mit einigen Erfahrungen während Ihrer Kindheit und Jugend (bis zum 18. Lebensjahr). Auch wenn die Fragen sehr persönlich sind, versuchen Sie bitte, sie so ehrlich wie möglich zu beantworten. Klicken Sie dann diejenige Antwort an, die  am ehesten auf Sie zutrifft.   Während meiner Kindheit und Jugend… ;hatte ich die beste Familie der Welt.];CTQ_Trivialization;;;Antworten 1-4 =0 5=1;5;Summe
CTQ3[CTQ23];Diese Fragen befassen sich mit einigen Erfahrungen während Ihrer Kindheit und Jugend (bis zum 18. Lebensjahr). Auch wenn die Fragen sehr persönlich sind, versuchen Sie bitte, sie so ehrlich wie möglich zu beantworten. Klicken Sie dann diejenige Antwort an, die  am ehesten auf Sie zutrifft.   Während meiner Kindheit und Jugend… ;drängte mich jemand, bei sexuellen Handlungen mitzumachen oder bei sexuellen Handlungen zuzusehen.];CTQ_SexualAbuse;;;;5;Summe
CTQ3[AC12];Diese Fragen befassen sich mit einigen Erfahrungen während Ihrer Kindheit und Jugend (bis zum 18. Lebensjahr). Auch wenn die Fragen sehr persönlich sind, versuchen Sie bitte, sie so ehrlich wie möglich zu beantworten. Klicken Sie dann diejenige Antwort an, die  am ehesten auf Sie zutrifft.   Während meiner Kindheit und Jugend… ;Menschen essen Lebensmittel.];AttentionCheck;;;;5;Summe
CTQ3[CTQ24];Diese Fragen befassen sich mit einigen Erfahrungen während Ihrer Kindheit und Jugend (bis zum 18. Lebensjahr). Auch wenn die Fragen sehr persönlich sind, versuchen Sie bitte, sie so ehrlich wie möglich zu beantworten. Klicken Sie dann diejenige Antwort an, die  am ehesten auf Sie zutrifft.   Während meiner Kindheit und Jugend… ;belästigte mich jemand sexuell.];CTQ_SexualAbuse;;;;5;Summe
CTQ3[CTQ25];Diese Fragen befassen sich mit einigen Erfahrungen während Ihrer Kindheit und Jugend (bis zum 18. Lebensjahr). Auch wenn die Fragen sehr persönlich sind, versuchen Sie bitte, sie so ehrlich wie möglich zu beantworten. Klicken Sie dann diejenige Antwort an, die  am ehesten auf Sie zutrifft.   Während meiner Kindheit und Jugend… ;glaube ich, emotional missbraucht worden zu sein.];CTQ_EmotionalMaltreatment;;;;5;Summe
CTQ3[CTQ26];Diese Fragen befassen sich mit einigen Erfahrungen während Ihrer Kindheit und Jugend (bis zum 18. Lebensjahr). Auch wenn die Fragen sehr persönlich sind, versuchen Sie bitte, sie so ehrlich wie möglich zu beantworten. Klicken Sie dann diejenige Antwort an, die  am ehesten auf Sie zutrifft.   Während meiner Kindheit und Jugend… ;gab es jemanden, der mich zum Arzt brachte, wenn es nötig war.];CTQ_PhysicalNeglect;;;x;5;Summe
CTQ3[CTQ27];Diese Fragen befassen sich mit einigen Erfahrungen während Ihrer Kindheit und Jugend (bis zum 18. Lebensjahr). Auch wenn die Fragen sehr persönlich sind, versuchen Sie bitte, sie so ehrlich wie möglich zu beantworten. Klicken Sie dann diejenige Antwort an, die  am ehesten auf Sie zutrifft.   Während meiner Kindheit und Jugend… ;glaube ich, sexuell missbraucht worden zu sein.];CTQ_SexualAbuse;;;;5;Summe
CTQ3[CTQ28];Diese Fragen befassen sich mit einigen Erfahrungen während Ihrer Kindheit und Jugend (bis zum 18. Lebensjahr). Auch wenn die Fragen sehr persönlich sind, versuchen Sie bitte, sie so ehrlich wie möglich zu beantworten. Klicken Sie dann diejenige Antwort an, die  am ehesten auf Sie zutrifft.   Während meiner Kindheit und Jugend… ;gab meine Familie mir Kraft und Rückhalt.];CTQ_EmotionalNeglect;;;x;5;Summe
PSWQ1[PSWQ01];Im Folgenden sehen Sie eine Reihe von Aussagen. Bitte geben Sie an, wie typisch diese Aussagen für Sie sind (überhaupt nicht typisch für mich, nur wenig typisch für mich, ziemlich typisch für mich, sehr typisch für mich, äußerst typisch für mich).  Kreuzen Sie bitte pro Aussage nur ein Kästchen an und lassen Sie keine Aussage aus. Antworten Sie möglichst spontan auf jede Frage, ohne lange zu überlegen. Dies ist kein Test, das heißt es gibt weder falsche noch richtige Antworten. ;Wenn ich nicht genug Zeit habe, alles zu erledigen, mache ich mir darüber keine Sorgen.];PSWQ_Concerns;;;x;5;Summe
