Trial,Congruency,ACC,RT,Subject,Lab,Experimenter,N2_FCZ,N2_CZ,P3_PZ,P3_ FZ,P3_ CZ,FMT_FCZ,FMT_CZ
463,1,1,0.10973,sub-AN05ER02,Gieï¿½en,GISX,-20.6145,27.1334,-4.5851,19.3212,-30.7163,-4.712,-8.2266
464,0.33,1,0.25068,sub-AN05ER02,Gieï¿½en,GISX,-8.7538,14.628,-6.5614,-52.8066,-26.1531,4.681,-3.3381
466,1,1,0.25613,sub-AN05ER02,Gieï¿½en,GISX,5.9548,27.9304,-18.231,-21.5769,3.4394,-2.9992,-6.2255
467,1,1,0.12434,sub-AN05ER02,Gieï¿½en,GISX,6.397,33.9273,-43.5431,-24.1703,22.6492,6.4069,7.278
473,1,1,0.20438,sub-AN05ER02,Gieï¿½en,GISX,32.9562,-1.3931,43.4256,0.76581,-32.5175,2.458,4.9711
474,0,1,0.11215,sub-AN05ER02,Gieï¿½en,GISX,0.71135,21.2432,-16.0935,12.7292,-37.2131,-2.5882,5.544
477,1,1,0.24152,sub-AN05ER02,Gieï¿½en,GISX,32.7636,-7.5059,-12.4891,42.854,-19.3596,5.8485,-5.0937
481,0.33,1,0.14609,sub-AN05ER02,Gieï¿½en,GISX,15.6962,-7.7238,48.2342,-0.19734,-33.8477,3.6482,-3.5812
484,0,1,0.20487,sub-AN05ER02,Gieï¿½en,GISX,6.429,17.4781,-9.9842,-20.8261,9.7851,-2.3878,-1.1615
485,1,1,0.16561,sub-AN05ER02,Gieï¿½en,GISX,1.9812,25.9022,-54.3825,41.44,-8.871,1.5591,7.5132
488,0.33,1,0.24365,sub-AN05ER02,Gieï¿½en,GISX,16.3211,-1.3664,-1.7298,-10.9204,-50.8404,0.75976,2.611
493,1,1,0.16141,sub-AN05ER02,Gieï¿½en,GISX,-22.5223,-4.705,59.2125,-8.9646,47.7086,2.3495,7.7773
494,0.33,1,0.26984,sub-AN05ER02,Gieï¿½en,GISX,-17.1389,5.9905,-1.6915,10.9166,18.2223,4.4998,-4.2204
495,0.33,1,0.12881,sub-AN05ER02,Gieï¿½en,GISX,-13.4984,8.9186,-13.0666,12.1294,26.6379,-5.4517,3.6067
496,0,1,0.15893,sub-AN05ER02,Gieï¿½en,GISX,-15.0719,-8.3922,1.5545,-48.5637,0.076201,4.1949,-1.7542
499,0.33,1,0.16236,sub-AN05ER02,Gieï¿½en,GISX,11.3404,13.6442,-12.5132,-21.2204,-13.6053,3.0463,-1.8124
506,1,1,0.17032,sub-AN05ER02,Gieï¿½en,GISX,-6.1415,-34.6634,-28.558,-27.8049,43.7488,-4.4378,4.1478
507,0.66,1,0.26169,sub-AN05ER02,Gieï¿½en,GISX,46.2863,-18.8357,-19.7361,-5.2442,41.5471,4.1493,2.4361
508,1,1,0.24091,sub-AN05ER02,Gieï¿½en,GISX,41.0991,-12.9158,7.3367,15.6388,-27.063,1.7164,-12.9786
515,0.66,1,0.12518,sub-AN05ER02,Gieï¿½en,GISX,21.5863,-0.94737,51.0213,-23.274,18.2057,0.44051,-5.2157
517,0.66,1,0.22249,sub-AN05ER02,Gieï¿½en,GISX,17.1345,-19.6166,6.3223,-39.5361,22.8273,-0.86766,-1.0063
518,0.33,1,0.34916,sub-AN05ER02,Gieï¿½en,GISX,43.021,19.2326,-12.1566,28.0376,40.8073,-5.7591,0.71446
525,0.33,1,0.38349,sub-AN05ER02,Gieï¿½en,GISX,49.2007,19.92,18.7169,14.9021,-66.1488,3.4255,1.4492
526,1,1,0.22399,sub-AN05ER02,Gieï¿½en,GISX,19.4514,4.6946,19.3861,-26.0106,-14.8702,4.1973,-2.5139
527,1,1,0.19521,sub-AN05ER02,Gieï¿½en,GISX,-30.1896,61.8116,-62.2812,50.2856,-21.627,4.6737,6.7874
534,0.66,1,0.21743,sub-AN05ER02,Gieï¿½en,GISX,18.7108,32.6123,-19.1039,-17.145,9.7005,9.516,8.6865
535,1,1,0.14962,sub-AN05ER02,Gieï¿½en,GISX,5.4133,23.4182,30.8857,43.1157,-7.8759,-6.6616,-4.3347
537,1,1,0.29636,sub-AN05ER02,Gieï¿½en,GISX,-0.16603,14.5311,10.1171,16.1186,23.4035,11.0204,-0.78714
539,0.66,1,0.14819,sub-AN05ER02,Gieï¿½en,GISX,-20.527,-31.8302,-29.7388,19.4877,-9.3451,10.2737,8.5558
542,0,1,0.34154,sub-AN05ER02,Gieï¿½en,GISX,20.8789,-15.9242,-8.4755,-1.5164,17.1899,-5.8434,3.9676
545,0.33,1,0.19702,sub-AN05ER02,Gieï¿½en,GISX,17.3353,-2.3824,19.378,1.7525,-10.2422,5.5339,-7.6914
546,0,1,0.1671,sub-AN05ER02,Gieï¿½en,GISX,12.786,-11.56,-46.2982,-18.2305,-36.7079,0.57873,-9.985
548,1,1,0.10746,sub-AN05ER02,Gieï¿½en,GISX,17.6301,-11.7044,-16.7782,4.2362,82.8243,-3.3895,1.6476
549,1,1,0.5574,sub-AN05ER02,Gieï¿½en,GISX,-13.9698,20.7295,-23.7697,-6.0468,-14.4655,1.4453,-7.4701
550,1,1,0.10903,sub-AN05ER02,Gieï¿½en,GISX,-17.1647,27.7585,57.908,176.5204,-0.72747,0.51063,-6.0545
551,0.66,1,0.17137,sub-AN05ER02,Gieï¿½en,GISX,16.9661,78.14,23.1037,-13.0529,5.455,12.3005,-5.8522
553,1,1,0.11467,sub-AN05ER02,Gieï¿½en,GISX,14.7192,1.6626,-42.3325,45.8304,-17.6815,3.222,-2.6252
560,1,1,0.32428,sub-AN05ER02,Gieï¿½en,GISX,8.8709,13.816,52.2859,-2.5839,-3.8849,-7.7628,-3.6115
564,0.66,1,0.13304,sub-AN05ER02,Gieï¿½en,GISX,-2.7802,-4.2093,-8.0498,21.3943,11.4081,-2.8781,5.9494
566,1,1,0.35449,sub-AN05ER02,Gieï¿½en,GISX,-4.221,7.2015,23.4345,-29.6208,49.6816,10.3756,-4.0566
567,1,1,0.41128,sub-AN05ER02,Gieï¿½en,GISX,7.5327,14.1564,4.5713,-43.1283,-22.0601,2.9737,-2.3645
570,1,1,0.34281,sub-AN05ER02,Gieï¿½en,GISX,16.225,21.8012,-13.445,6.8738,8.0801,5.4878,-3.5389
0,0,1,0.45892,sub-AN08AT08,Hamburg_Wacker,HWJM,59.6859,-10.0468,-16.8503,415.1377,307.2575,-2.9329,-5.6253
1,0.33,1,0.38119,sub-AN08AT08,Hamburg_Wacker,HWJM,98.7494,163.8824,-64.9483,395.6983,-797.3447,-2.9962,-5.3498
2,1,1,0.29387,sub-AN08AT08,Hamburg_Wacker,HWJM,-391.5604,105.0449,-29.7235,-1295.1729,-757.0255,-1.5817,-7.8551
3,0.33,1,0.34255,sub-AN08AT08,Hamburg_Wacker,HWJM,-382.1186,656.237,-179.399,-1140.1615,-938.9777,-0.41064,-0.088682
4,1,1,0.29145,sub-AN08AT08,Hamburg_Wacker,HWJM,469.6393,732.1377,-232.9683,-1195.7699,173.7149,-7.5604,-0.31449
5,1,1,0.29759,sub-AN08AT08,Hamburg_Wacker,HWJM,443.5882,58.2824,-227.3055,278.9005,229.9098,-5.4319,-2.2368
6,0.66,1,0.53427,sub-AN08AT08,Hamburg_Wacker,HWJM,190.8395,0.96546,514.7674,275.9342,302.2747,-1.0726,-3.0105
7,1,1,0.34638,sub-AN08AT08,Hamburg_Wacker,HWJM,225.0412,-195.4994,513.1932,357.0048,337.1606,0.67337,-2.6989
9,1,1,0.30177,sub-AN08AT08,Hamburg_Wacker,HWJM,88.6404,-118.55,556.0871,493.9299,322.6381,0.31783,-1.3986
10,0.33,1,0.31245,sub-AN08AT08,Hamburg_Wacker,HWJM,98.5452,-105.3257,408.8406,442.7503,276.8718,-0.096584,-5.8506
11,0,1,0.48488,sub-AN08AT08,Hamburg_Wacker,HWJM,528.6854,-103.8334,346.0564,508.7174,-34.8463,0.34164,-5.7102
13,0.33,1,0.24242,sub-AN08AT08,Hamburg_Wacker,HWJM,542.0013,-491.0269,487.4234,540.238,-103.4538,1.2961,-5.722
14,0,1,0.40019,sub-AN08AT08,Hamburg_Wacker,HWJM,73.6437,-483.9087,86.2822,587.3059,129.4779,-1.2355,-6.124
15,1,1,0.35703,sub-AN08AT08,Hamburg_Wacker,HWJM,73.9182,-249.5996,65.9193,581.7695,-722.6689,-1.5634,-1.4638
16,0.66,1,0.32438,sub-AN08AT08,Hamburg_Wacker,HWJM,-549.1071,-241.2521,82.2519,165.5738,-712.2433,1.9392,-1.1976
17,1,1,0.28167,sub-AN08AT08,Hamburg_Wacker,HWJM,-457.0757,380.0014,428.9673,83.1449,-701.9247,0.85575,-6.3903
18,1,1,0.29896,sub-AN08AT08,Hamburg_Wacker,HWJM,32.2126,449.6421,379.3414,36.8881,92.8296,-7.4945,-5.8386
19,1,1,0.32825,sub-AN08AT08,Hamburg_Wacker,HWJM,-9.1903,-59.6293,416.6673,75.8386,167.2545,-6.5547,-1.7503
20,0,1,0.46085,sub-AN08AT08,Hamburg_Wacker,HWJM,255.4187,-114.5979,165.6154,30.6164,0.40116,-3.6347,-2.255
21,0,1,0.33473,sub-AN08AT08,Hamburg_Wacker,HWJM,225.5667,460.8754,114.8503,145.2768,-38.0912,-4.5432,-0.67932
22,0.66,1,0.32961,sub-AN08AT08,Hamburg_Wacker,HWJM,-192.6596,534.5585,128.6277,-591.9436,-8.6491,-0.79329,-0.94352
23,0.33,1,0.35536,sub-AN08AT08,Hamburg_Wacker,HWJM,-252.8566,-274.4626,-491.398,-599.8165,-103.0285,0.47677,-10.2268
25,1,1,0.38529,sub-AN08AT08,Hamburg_Wacker,HWJM,772.9894,-267.2417,-531.5988,-587.972,99.6087,-7.3778,-9.6194
26,1,1,0.31192,sub-AN08AT08,Hamburg_Wacker,HWJM,876.8157,6.0822,-375.5117,351.4372,69.6748,-8.2281,-1.5055
27,0.33,1,0.39844,sub-AN08AT08,Hamburg_Wacker,HWJM,-479.07,-13.3285,-5.586,376.657,256.8976,-0.35555,-2.1989
28,1,1,0.31052,sub-AN08AT08,Hamburg_Wacker,HWJM,-422.8078,-545.3967,-29.4986,315.0141,160.3724,-2.3901,-6.0127
29,1,1,0.42341,sub-AN08AT08,Hamburg_Wacker,HWJM,60.8131,-557.7937,-122.0368,618.9116,154.8744,-0.57943,-6.0279
30,0,1,0.42182,sub-AN08AT08,Hamburg_Wacker,HWJM,54.5371,-63.1978,289.7866,587.8484,117.0254,0.68426,-11.2247
31,0.33,1,0.34571,sub-AN08AT08,Hamburg_Wacker,HWJM,472.7671,-2.5067,266.6396,708.0372,476.9162,-9.5938,-11.1926
32,1,1,0.52622,sub-AN08AT08,Hamburg_Wacker,HWJM,471.6327,201.0729,226.9944,190.7654,472.0093,-7.2698,1.5747
33,1,1,0.44332,sub-AN08AT08,Hamburg_Wacker,HWJM,164.8197,191.7391,-345.4613,94.1054,476.6367,-0.4223,1.8517
34,0.33,1,0.34213,sub-AN08AT08,Hamburg_Wacker,HWJM,269.5421,481.1472,-214.3349,140.3306,-348.4514,-1.5234,-2.3935
35,1,1,0.26344,sub-AN08AT08,Hamburg_Wacker,HWJM,30.1319,455.6583,-399.1722,-137.6712,-330.6418,-2.1869,-3.8169
36,1,1,0.27764,sub-AN08AT08,Hamburg_Wacker,HWJM,85.3974,-124.8957,879.2023,-281.9381,-350.8942,-1.5406,-8.6798
37,1,1,0.4407,sub-AN08AT08,Hamburg_Wacker,HWJM,344.2742,-95.0891,895.9318,-294.4703,345.05,-9.5376,-7.3289
38,0,1,0.37674,sub-AN08AT08,Hamburg_Wacker,HWJM,319.1752,-183.2498,1036.8364,-364.3465,349.909,-8.0316,3.1124
39,1,1,0.3664,sub-AN08AT08,Hamburg_Wacker,HWJM,-278.7043,-162.7406,-464.4389,-332.012,270.972,-1.7874,4.0187
40,0.66,1,0.42498,sub-AN08AT08,Hamburg_Wacker,HWJM,-318.3077,-217.8713,-437.5988,-374.4282,587.991,-2.7412,-4.1286
43,1,1,0.29889,sub-AN08AT08,Hamburg_Wacker,HWJM,230.6618,-288.8481,-350.2419,-99.8679,552.9055,-6.1062,-1.6494
44,0.33,1,0.31418,sub-AN08AT08,Hamburg_Wacker,HWJM,178.1862,-279.6939,112.7188,-97.9692,557.1567,-7.075,-8.6989
46,1,1,0.43595,sub-AN08AT08,Hamburg_Wacker,HWJM,-289.7828,-259.5609,97.3947,-21.9055,248.9085,-6.5693,-8.1515
47,1,1,0.33318,sub-AN08AT08,Hamburg_Wacker,HWJM,-278.9097,368.0774,71.8171,-272.5253,294.0866,-5.3694,7.5404
48,1,1,0.36216,sub-AN08AT08,Hamburg_Wacker,HWJM,592.3457,375.4855,506.5123,-350.4315,238.9884,-0.51192,6.2552
49,1,1,0.29016,sub-AN08AT08,Hamburg_Wacker,HWJM,627.495,115.7514,462.2141,-318.1203,-291.6151,-0.18209,5.4078
51,0.33,1,0.34185,sub-AN08AT08,Hamburg_Wacker,HWJM,-1138.6617,88.1305,444.5977,-63.4838,-291.8026,-7.6616,6.249
52,0.66,1,0.3649,sub-AN08AT08,Hamburg_Wacker,HWJM,-1169.717,491.5053,172.5755,-49.6785,-249.468,-6.6763,1.1947
53,1,1,0.2652,sub-AN08AT08,Hamburg_Wacker,HWJM,112.7534,522.0582,151.1983,-101.482,500.7584,-4.0359,3.0693
54,0.66,1,0.41312,sub-AN08AT08,Hamburg_Wacker,HWJM,69.9521,247.6299,280.5434,272.828,484.2039,-4.9219,-2.069
55,0,1,0.40549,sub-AN08AT08,Hamburg_Wacker,HWJM,-174.4055,233.9196,325.4893,167.3958,480.1917,-0.25165,-1.7017
56,0.66,1,0.27938,sub-AN08AT08,Hamburg_Wacker,HWJM,-212.9412,577.3481,233.7381,233.3627,251.5011,-0.89089,-2.7003
57,1,1,0.3338,sub-AN08AT08,Hamburg_Wacker,HWJM,564.7303,572.8281,275.118,-188.5986,237.6897,-2.1248,-2.111
58,0.66,1,0.42611,sub-AN08AT08,Hamburg_Wacker,HWJM,524.9114,-210.2784,682.9601,-242.607,301.5543,-1.6706,-9.5205
59,1,1,0.36434,sub-AN08AT08,Hamburg_Wacker,HWJM,604.5057,-207.2756,598.1777,-105.3349,-45.7551,-5.2965,-9.706
60,1,1,0.316,sub-AN08AT08,Hamburg_Wacker,HWJM,544.0021,-265.6358,550.4242,-158.7254,70.3723,-4.1617,-1.1461
61,0,1,0.39761,sub-AN08AT08,Hamburg_Wacker,HWJM,231.9994,-321.5856,-59.8304,-207.7921,65.4891,2.1246,0.0047996
62,1,1,0.3283,sub-AN08AT08,Hamburg_Wacker,HWJM,173.6217,960.3511,-24.0127,-176.4644,138.6143,0.65921,0.012959
63,1,1,0.30103,sub-AN08AT08,Hamburg_Wacker,HWJM,-170.0605,958.8804,-165.3768,-35.8607,52.783,5.9329,-0.77701
64,0.66,1,0.33827,sub-AN08AT08,Hamburg_Wacker,HWJM,-235.6949,322.4664,-98.0375,-76.73,32.7938,5.0414,-4.5482
65,1,1,0.32657,sub-AN08AT08,Hamburg_Wacker,HWJM,-250.9442,283.7459,-75.8629,-82.0585,312.4702,-1.8062,-3.3254
66,0.33,1,0.36258,sub-AN08AT08,Hamburg_Wacker,HWJM,-299.6118,146.1806,-152.1497,2562.6404,171.4422,-3.492,0.18007
67,1,1,0.37725,sub-AN08AT08,Hamburg_Wacker,HWJM,531.1124,163.2022,-261.1721,2374.0999,184.9677,-1.8915,0.78908
70,1,1,0.37652,sub-AN08AT08,Hamburg_Wacker,HWJM,578.5389,-67.1564,-261.187,2472.7798,697.9781,-2.4726,1.0821
71,0.33,1,0.4396,sub-AN08AT08,Hamburg_Wacker,HWJM,296.3476,-24.5154,-169.2641,-628.1688,722.037,-1.9996,-0.71419
72,0.66,1,0.31797,sub-AN08AT08,Hamburg_Wacker,HWJM,291.3239,174.3385,634.9772,-664.6108,657.2121,-2.6143,-4.3272
73,1,1,0.37683,sub-AN08AT08,Hamburg_Wacker,HWJM,91.6829,141.3075,619.2946,-662.6787,270.2762,-5.7628,-3.7154
75,1,1,0.31147,sub-AN08AT08,Hamburg_Wacker,HWJM,132.3271,-129.2512,708.0211,-204.252,312.9035,-3.8851,-5.397
76,0.33,1,0.34882,sub-AN08AT08,Hamburg_Wacker,HWJM,-47.7003,-141.6515,-1482.7719,-284.1363,334.2192,-4.8231,-5.1101
77,1,1,0.32722,sub-AN08AT08,Hamburg_Wacker,HWJM,-17.2785,490.9204,-1418.8107,-264.099,575.1042,-3.7878,-4.3419
78,0,1,0.46684,sub-AN08AT08,Hamburg_Wacker,HWJM,28.1382,476.454,-1499.1504,277.0101,477.8141,-7.6905,-5.2815
79,1,1,0.60263,sub-AN08AT08,Hamburg_Wacker,HWJM,37.719,-253.8442,-120.7775,234.9059,532.2047,-5.1435,-8.7097
80,1,1,0.55551,sub-AN08AT08,Hamburg_Wacker,HWJM,92.7007,-220.8598,-107.7986,274.8231,379.7767,4.1014,-8.2474
81,0,1,0.38418,sub-AN08AT08,Hamburg_Wacker,HWJM,52.577,536.5049,-254.7229,75.8492,330.4159,4.3945,-1.275
82,1,1,0.29344,sub-AN08AT08,Hamburg_Wacker,HWJM,469.3965,514.827,151.3074,6.8066,279.0779,1.9127,-0.95234
83,1,1,0.29505,sub-AN08AT08,Hamburg_Wacker,HWJM,513.5218,-247.9086,62.6779,8.5541,107.7787,2.3125,-7.2918
84,0.33,1,0.20962,sub-AN08AT08,Hamburg_Wacker,HWJM,-373.4209,-249.5361,63.9538,-116.1678,84.5686,1.8872,-6.9747
86,0.66,1,0.30601,sub-AN08AT08,Hamburg_Wacker,HWJM,-365.0568,-177.4011,483.8595,-131.487,92.4396,0.017016,0.66696
87,1,1,0.32601,sub-AN08AT08,Hamburg_Wacker,HWJM,585.7361,-164.4997,419.6964,-159.318,485.3247,-13.2064,2.8128
88,1,1,0.30155,sub-AN08AT08,Hamburg_Wacker,HWJM,562.1943,-110.596,384.263,296.8438,475.9375,-10.9109,3.3352
89,0.33,1,0.37094,sub-AN08AT08,Hamburg_Wacker,HWJM,9.6197,-136.3828,599.9976,295.7636,436.7108,-6.321,4.1125
90,1,1,0.3826,sub-AN08AT08,Hamburg_Wacker,HWJM,-26.3654,325.4498,590.6429,421.994,282.1188,-6.088,-7.977
91,1,1,0.26791,sub-AN08AT08,Hamburg_Wacker,HWJM,190.3721,305.5416,580.0042,445.8082,327.056,-2.7193,-8.1523
93,0.66,1,0.32909,sub-AN08AT08,Hamburg_Wacker,HWJM,147.9186,183.6505,714.6971,405.9086,321.161,-1.151,1.7885
94,1,1,0.42215,sub-AN08AT08,Hamburg_Wacker,HWJM,49.1272,150.7642,662.3242,377.2964,-497.0156,0.65665,2.299
97,0.33,1,0.35592,sub-AN08AT08,Hamburg_Wacker,HWJM,-29.3156,-1173.3801,583.5165,375.4582,-431.0529,2.9272,-4.8563
98,1,1,0.2703,sub-AN08AT08,Hamburg_Wacker,HWJM,410.5107,-1246.278,-288.4435,356.1765,-459.7831,3.5908,-3.4992
99,0.33,1,0.32519,sub-AN08AT08,Hamburg_Wacker,HWJM,337.0861,198.556,-289.2614,301.3231,-291.8535,3.4925,-7.81
100,1,1,0.38159,sub-AN08AT08,Hamburg_Wacker,HWJM,295.0821,229.0203,-305.5461,327.5181,-307.1383,-1.5171,-10.0495
102,0,1,0.37691,sub-AN08AT08,Hamburg_Wacker,HWJM,271.746,216.2852,-329.826,192.3097,-234.7863,-2.1323,-6.4045
103,0.66,1,0.40619,sub-AN08AT08,Hamburg_Wacker,HWJM,-40.0666,203.9861,-225.3968,380.3789,1.7965,3.7003,-7.5616
104,0,1,0.35419,sub-AN08AT08,Hamburg_Wacker,HWJM,-4.6509,-130.4374,-337.0087,-101.919,-50.4586,4.2888,8.0715
105,0,1,0.45192,sub-AN08AT08,Hamburg_Wacker,HWJM,-364.7317,-14.0698,439.8406,-138.1458,-17.0143,-4.7561,6.6223
106,1,1,0.30634,sub-AN08AT08,Hamburg_Wacker,HWJM,-353.1937,-615.9869,352.2986,-56.2035,426.4797,-4.1581,-1.6898
107,0,1,0.35591,sub-AN08AT08,Hamburg_Wacker,HWJM,710.92,-607.9136,464.0909,58.3357,380.6339,-3.7182,-4.9046
108,0,1,0.29751,sub-AN08AT08,Hamburg_Wacker,HWJM,702.7821,52.2727,403.3542,86.5668,289.3018,-2.392,-8.6485
109,0.66,1,0.33983,sub-AN08AT08,Hamburg_Wacker,HWJM,125.3468,-27.1147,362.0771,-24.1147,226.4457,2.2925,-3.6359
110,0.33,1,0.23985,sub-AN08AT08,Hamburg_Wacker,HWJM,118.0197,156.1868,392.5781,-7.2666,191.1888,4.0352,-0.3423
111,0.66,1,0.34271,sub-AN08AT08,Hamburg_Wacker,HWJM,253.8637,76.9336,425.1667,-2.0284,237.3985,-10.8045,-1.3061
112,1,1,0.29941,sub-AN08AT08,Hamburg_Wacker,HWJM,216.289,-26.3425,412.693,13.6037,-598.6923,-9.5515,-1.3336
113,0.66,1,0.36334,sub-AN08AT08,Hamburg_Wacker,HWJM,-473.7797,80.7579,424.4131,805.4968,-597.8348,1.2533,-0.76853
114,1,1,0.16975,sub-AN08AT08,Hamburg_Wacker,HWJM,-524.8167,-11.4713,-192.7592,783.4941,-693.5871,0.12131,0.3931
115,1,1,0.33867,sub-AN08AT08,Hamburg_Wacker,HWJM,349.0846,2.9538,-160.9426,843.6019,-322.2247,-8.9113,-0.25878
116,0.66,1,0.38292,sub-AN08AT08,Hamburg_Wacker,HWJM,284.2066,419.8484,-243.107,253.6795,-359.7651,-9.0172,4.3268
117,0.66,1,0.36836,sub-AN08AT08,Hamburg_Wacker,HWJM,16.3915,441.7981,-275.4039,244.5057,-157.0196,5.0065,2.6092
118,1,1,0.33927,sub-AN08AT08,Hamburg_Wacker,HWJM,41.7318,-148.9768,-299.1501,292.5859,-356.6573,5.5664,0.10433
119,0.66,1,0.41725,sub-AN08AT08,Hamburg_Wacker,HWJM,-454.1384,-129.9036,-328.9133,975.4732,-352.0816,-5.3485,0.082864
120,1,1,0.35386,sub-AN08AT08,Hamburg_Wacker,HWJM,-443.8113,427.0289,-28.1049,926.804,-511.3947,-4.9598,4.6186
121,0,1,0.25162,sub-AN08AT08,Hamburg_Wacker,HWJM,404.3892,411.1111,-14.2658,959.0834,-736.5558,-13.3723,3.6713
122,0.66,1,0.34767,sub-AN08AT08,Hamburg_Wacker,HWJM,386.2979,390.8828,-89.1526,-317.7604,-723.5106,-12.0475,-4.4297
123,1,1,0.43032,sub-AN08AT08,Hamburg_Wacker,HWJM,474.3154,382.9658,699.7443,-304.9745,-783.7482,2.6109,-3.9083
125,0.33,1,0.3385,sub-AN08AT08,Hamburg_Wacker,HWJM,541.7689,415.8698,679.3774,-341.1693,1132.7063,0.27961,-8.6485
126,0.33,1,0.39724,sub-AN08AT08,Hamburg_Wacker,HWJM,756.8418,368.0153,740.4305,243.463,1039.3514,-17.9258,-9.3803
127,0,1,0.3814,sub-AN08AT08,Hamburg_Wacker,HWJM,745.6948,-112.3805,-285.7029,154.3851,1146.6467,-16.8891,-9.1472
128,0,1,0.42645,sub-AN08AT08,Hamburg_Wacker,HWJM,-30.1422,-67.0874,-247.7481,163.5615,393.9319,-12.4927,-9.9142
129,1,1,0.20378,sub-AN08AT08,Hamburg_Wacker,HWJM,-86.0608,458.9123,-192.0458,-265.6861,342.9366,-13.4704,-9.2944
130,1,1,0.24047,sub-AN08AT08,Hamburg_Wacker,HWJM,141.0352,484.939,760.8566,-279.6723,371.1461,-7.0715,-8.4488
132,0.66,1,0.4001,sub-AN08AT08,Hamburg_Wacker,HWJM,136.1492,311.5845,693.6674,-441.1473,539.4105,-6.7976,0.30762
133,0,1,0.53231,sub-AN08AT08,Hamburg_Wacker,HWJM,206.5916,374.0501,777.2894,-362.844,538.1729,2.7242,2.0589
134,0.33,1,0.55407,sub-AN08AT08,Hamburg_Wacker,HWJM,300.9652,197.5976,159.8191,-395.7392,394.7047,2.4148,-6.2356
135,1,1,0.25042,sub-AN08AT08,Hamburg_Wacker,HWJM,-259.2074,162.194,220.091,-331.9203,452.5452,-2.1965,-7.402
136,1,1,0.40445,sub-AN08AT08,Hamburg_Wacker,HWJM,-281.1145,-14.0065,189.3077,146.9084,475.5685,-1.1744,3.5625
137,1,1,0.35476,sub-AN08AT08,Hamburg_Wacker,HWJM,-311.5038,-2.5999,2.7685,88.3422,362.7896,4.3158,2.859
138,1,1,0.16571,sub-AN08AT08,Hamburg_Wacker,HWJM,-251.9356,-14.8359,65.5025,98.1071,69.931,5.6887,5.3366
139,1,1,0.31865,sub-AN08AT08,Hamburg_Wacker,HWJM,167.2693,-3.2137,-17.5693,107.277,123.6194,3.3845,4.7605
142,1,1,0.24357,sub-AN08AT08,Hamburg_Wacker,HWJM,210.5578,546.9209,418.0257,117.1536,61.2352,3.952,-6.6788
144,1,1,0.34716,sub-AN08AT08,Hamburg_Wacker,HWJM,-338.2205,491.3854,387.7058,-2.2106,-145.1,-7.4507,-6.2853
145,1,1,0.31619,sub-AN08AT08,Hamburg_Wacker,HWJM,-368.0384,303.0848,331.1854,139.9386,-255.5864,-6.8013,-11.9986
146,0.66,1,0.24928,sub-AN08AT08,Hamburg_Wacker,HWJM,-104.9976,284.1319,585.0235,147.5668,-322.5627,-3.6896,-14.6667
147,0.66,1,0.34825,sub-AN08AT08,Hamburg_Wacker,HWJM,-106.4819,418.3372,622.1533,29.3245,180.0442,-2.0097,-1.7945
148,0.66,1,0.30017,sub-AN08AT08,Hamburg_Wacker,HWJM,-48.7924,387.4348,528.7684,1107.2473,122.5981,-5.2733,-2.1098
149,1,1,0.14181,sub-AN08AT08,Hamburg_Wacker,HWJM,-73.8829,199.8952,93.9964,941.7422,111.4065,-3.6154,-8.3272
151,1,1,0.44893,sub-AN08AT08,Hamburg_Wacker,HWJM,141.8561,174.1046,67.1306,1072.6736,762.1519,-4.2886,-8.8567
152,1,1,0.42816,sub-AN08AT08,Hamburg_Wacker,HWJM,133.1683,244.7885,107.5979,-85.487,680.0764,-3.2539,-5.0574
153,1,1,0.40988,sub-AN08AT08,Hamburg_Wacker,HWJM,102.3676,272.626,-147.2599,-9.3618,741.5991,-4.2235,-5.1354
154,0,1,0.42116,sub-AN08AT08,Hamburg_Wacker,HWJM,132.363,457.2547,-174.9335,-94.347,509.053,-2.5677,-3.4128
155,0.33,1,0.3308,sub-AN08AT08,Hamburg_Wacker,HWJM,192.1552,430.1282,-163.0012,-35.4665,455.3993,-3.8453,-2.4231
156,0,1,0.42305,sub-AN08AT08,Hamburg_Wacker,HWJM,163.0795,272.7063,-123.3466,-138.3909,529.3339,-3.4176,1.9621
157,1,1,0.23135,sub-AN08AT08,Hamburg_Wacker,HWJM,-262.614,300.1409,-250.6129,-33.0159,250.013,-2.3609,0.92306
158,0,1,0.44008,sub-AN08AT08,Hamburg_Wacker,HWJM,-208.4807,-275.844,-142.8714,-103.9639,294.9203,-2.9498,-2.1017
159,1,1,0.28082,sub-AN08AT08,Hamburg_Wacker,HWJM,4.4386,-284.9677,715.4382,-106.5794,363.5651,-9.5186,-1.9518
160,1,1,0.3563,sub-AN08AT08,Hamburg_Wacker,HWJM,-3.9824,-194.3931,648.0054,-171.7027,325.5577,-10.2948,-7.8797
161,0,1,0.47867,sub-AN08AT08,Hamburg_Wacker,HWJM,-669.1849,-150.3965,678.2278,-755.9552,333.891,-7.1973,-6.305
163,0.66,1,0.39487,sub-AN08AT08,Hamburg_Wacker,HWJM,-696.7737,-64.426,313.9159,-767.4579,311.756,-7.5013,-2.6812
164,1,1,0.29993,sub-AN08AT08,Hamburg_Wacker,HWJM,-126.3061,-64.2319,223.2921,-775.2152,-282.5149,-1.9746,-2.1733
